ID,GENDER,INCOME,FAMILY_STATUS,HOUSING_TYPE,FAM_MEMBERS,STATUS
5021682,M,202500,Separated,House,1,0
5021683,M,202500,Separated,House,1,0
5021684,M,202500,Separated,House,1,X
6423698,M,202500,Separated,House,1,X
5021688,M,225000,Married,House,3,0
5021691,M,225000,Married,House,3,0
5113091,M,225000,Married,House,3,X
5021693,M,337500,Married,House,4,0
5021694,M,337500,Married,House,4,X
5021695,M,337500,Married,House,4,0
5021696,F,180000,Separated,House,2,X
5021697,F,180000,Separated,House,2,0
5021698,F,180000,Separated,House,2,0
5021699,F,180000,Separated,House,2,X
5021700,F,180000,Separated,House,2,0
5021701,F,180000,Separated,House,2,0
6423749,F,180000,Separated,House,2,0
5021702,F,112500,Married,House,3,X
5021703,F,112500,Married,House,3,X
5021704,F,112500,Married,House,3,X
5021705,F,112500,Married,House,3,0
5021706,F,112500,Married,House,3,X
5021707,F,112500,Married,House,3,0
5021708,F,202500,Married,House,4,0
5021709,F,202500,Married,House,4,0
5021710,F,202500,Married,House,4,0
5021711,F,202500,Married,House,4,0
6416335,F,202500,Married,House,4,X
5021712,F,243000,Married,House,3,0
5021713,F,243000,Married,House,3,0
5021715,F,243000,Married,House,3,X
5021716,F,180000,Married,House,2,C
5021717,F,180000,Married,House,2,C
5021718,F,630000,Married,House,3,C
5021719,F,630000,Married,House,3,C
5021720,F,630000,Married,House,3,C
5021721,F,630000,Married,House,3,C
5021722,F,630000,Married,House,3,C
5021723,F,630000,Married,House,3,C
5021724,F,630000,Married,House,3,C
5021725,F,630000,Married,House,3,C
5021726,F,630000,Married,House,3,C
5021727,F,630000,Married,House,3,C
5021728,F,630000,Married,House,3,C
5021730,F,180000,Married,House,3,C
5021732,F,180000,Married,House,3,C
5021733,F,135000,Widow,House,1,C
5021734,F,189000,Widow,House,1,C
5021735,F,189000,Widow,House,1,C
5021737,F,189000,Widow,House,1,C
5021738,F,189000,Widow,House,1,C
5021739,F,189000,Widow,House,1,C
5021740,F,112500,Married,House,3,C
5021741,F,112500,Married,House,3,C
5021742,F,112500,Married,House,3,C
5021744,F,112500,Married,House,3,C
5021745,F,112500,Married,House,3,C
5021746,F,112500,Married,House,3,C
5021747,F,112500,Married,House,3,C
5021748,F,112500,Married,House,3,C
5021749,F,112500,Married,House,3,C
5021750,F,112500,Married,House,3,C
5113118,F,112500,Married,House,3,C
5113119,F,112500,Married,House,3,C
5021752,F,171000,Married,House,2,C
5021753,F,171000,Married,House,2,C
5021754,F,171000,Married,House,2,C
5021756,F,432000,Married,House,2,C
5021761,F,112500,Married,With parents,2,C
5021762,F,112500,Married,With parents,2,C
5021763,F,112500,Married,With parents,2,C
5021764,F,112500,Married,With parents,2,C
5021765,F,112500,Married,With parents,2,C
5021766,F,112500,Married,With parents,2,C
5021767,F,112500,Married,With parents,2,C
5021768,F,112500,Married,With parents,2,0
6423223,F,112500,Married,With parents,2,0
5021769,F,67500,Married,House,3,0
5021772,F,292500,Civil marriage,House,2,0
5021774,F,292500,Civil marriage,House,2,0
5021775,F,292500,Civil marriage,House,2,0
5021776,F,292500,Civil marriage,House,2,0
5021777,F,292500,Civil marriage,House,2,0
5021778,F,292500,Civil marriage,House,2,0
5021779,F,292500,Civil marriage,House,2,0
5021780,F,292500,Civil marriage,House,2,0
5021781,F,292500,Civil marriage,House,2,0
5021782,F,292500,Civil marriage,House,2,0
5021783,F,292500,Civil marriage,House,2,0
5021788,F,157500,Married,House,4,0
5021789,F,157500,Married,House,4,0
5021790,F,157500,Married,House,4,0
5021791,F,157500,Married,House,4,0
5021792,F,157500,Married,House,4,0
6423224,F,157500,Married,House,4,0
5021793,F,225000,Married,House,2,0
5021794,F,225000,Married,House,2,0
5021795,F,225000,Married,House,2,0
5021796,F,225000,Married,House,2,0
5021797,F,225000,Married,House,2,0
5021798,F,225000,Married,House,2,0
5021799,F,225000,Married,House,2,0
5021800,F,225000,Married,House,2,0
5021801,F,225000,Married,House,2,0
5021802,F,225000,Married,House,2,0
5021808,M,157500,Single,House,1,0
5021809,F,112500,Married,House,2,0
5021810,F,67500,Married,House,3,0
5021814,F,67500,Married,House,3,0
5021815,F,67500,Married,House,3,0
5021816,F,67500,Married,House,3,0
5021817,F,67500,Married,House,3,0
5021818,F,67500,Married,House,3,0
5021819,F,67500,Married,House,3,0
5090358,F,67500,Married,House,3,0
5113171,F,67500,Married,House,3,0
5113172,F,67500,Married,House,3,0
5021822,F,162000,Married,House,2,0
5021826,M,270000,Married,House,2,0
5021827,F,166500,Married,House,2,0
5021828,F,166500,Married,House,2,0
5021829,F,166500,Married,House,2,0
5021830,F,166500,Married,House,2,0
5021831,F,166500,Married,House,2,0
5021832,F,157500,Married,House,3,0
5021833,F,157500,Married,House,3,0
5021834,F,157500,Married,House,3,0
5021835,F,157500,Married,House,3,0
5021836,F,157500,Married,House,3,C
5021837,F,157500,Married,House,3,C
5021838,F,157500,Married,House,2,C
5021839,F,157500,Married,House,2,C
5021840,F,157500,Married,House,2,C
5021841,F,157500,Married,House,2,C
5021842,F,157500,Married,House,2,C
5021843,F,157500,Married,House,2,0
6423373,F,157500,Married,House,2,0
5021844,F,90000,Civil marriage,House,3,0
5021845,F,90000,Civil marriage,House,3,0
5021846,F,90000,Civil marriage,House,3,0
5021847,F,135000,Civil marriage,With parents,3,0
5021848,F,135000,Civil marriage,With parents,3,0
5021849,F,135000,Civil marriage,With parents,3,0
5021850,F,135000,Civil marriage,With parents,3,0
5021851,F,135000,Civil marriage,With parents,3,C
5021852,F,135000,Civil marriage,With parents,3,C
5021855,F,135000,Civil marriage,With parents,3,C
5021856,F,135000,Civil marriage,With parents,3,C
5113189,F,135000,Civil marriage,With parents,3,0
5021853,F,157500,Civil marriage,House,3,0
5021854,F,180000,Married,House,2,0
5021857,F,315000,Widow,House,2,0
5021858,F,315000,Widow,House,2,0
5021861,F,315000,Widow,House,2,0
5021862,F,315000,Widow,House,2,0
5021863,F,315000,Widow,House,2,0
5021865,F,315000,Widow,House,2,0
5021866,F,315000,Widow,House,2,0
5021867,F,315000,Widow,House,2,0
5021868,F,315000,Widow,House,2,0
5021869,F,315000,Widow,House,2,0
5021870,F,315000,Widow,House,2,0
5021871,F,315000,Widow,House,2,0
5021872,F,315000,Widow,House,2,0
5021873,M,171000,Single,Rent,1,C
5021874,M,171000,Single,Rent,1,C
5021876,M,135000,Married,House,4,C
5021877,M,135000,Married,House,4,C
5021878,M,135000,Married,House,4,C
5021879,M,112500,Married,House,4,C
5021880,M,112500,Married,House,4,C
5021881,M,112500,Married,House,4,C
5113190,M,112500,Married,House,4,C
5021882,F,135000,Married,House,2,C
5021883,F,135000,Married,House,2,C
5021884,F,135000,Married,House,2,C
5021886,F,135000,Married,House,2,C
5021887,F,135000,Married,House,2,C
5021888,F,135000,Married,House,2,C
5021889,F,135000,Married,House,2,C
5021890,F,135000,Married,House,2,0
5021891,F,135000,Married,House,2,0
5021892,F,135000,Married,House,2,0
6423407,F,135000,Married,House,2,0
5021895,F,328500,Civil marriage,House,2,0
5021898,F,328500,Civil marriage,House,2,0
5021899,F,328500,Civil marriage,House,2,X
5021900,F,328500,Civil marriage,House,2,0
5021901,F,328500,Civil marriage,House,2,X
5021902,F,328500,Civil marriage,House,2,0
5021903,F,328500,Civil marriage,House,2,0
5021904,M,225000,Married,House,2,0
5021905,M,225000,Married,House,2,0
5021906,M,225000,Married,House,2,0
5021907,M,225000,Married,House,2,X
5021908,M,225000,Married,House,2,X
5021909,M,225000,Married,House,2,X
5021910,M,225000,Married,House,2,X
5021911,M,225000,Married,House,2,X
5021912,M,225000,Married,House,2,X
5021916,M,148500,Married,House,2,X
5021917,M,148500,Married,House,2,0
5021919,F,76500,Married,Municipal apartment,3,X
5021920,F,76500,Married,Municipal apartment,3,X
5021922,F,135000,Married,House,2,C
5021923,F,135000,Married,House,2,C
5021924,F,135000,Married,House,2,C
5021926,F,135000,Separated,House,3,C
5021928,F,67500,Married,House,2,C
5021929,F,67500,Married,House,2,C
5021930,F,67500,Married,House,2,C
5021931,F,67500,Married,House,2,C
5021933,F,67500,Married,House,2,C
5021935,F,67500,Married,House,2,C
5021936,F,67500,Married,House,2,C
5021937,F,67500,Married,House,2,C
5021938,F,67500,Married,House,2,C
5021939,F,67500,Married,House,2,C
6423546,F,67500,Married,House,2,C
5021940,F,445500,Married,House,2,C
5021942,F,445500,Married,House,2,C
5021943,F,445500,Married,House,2,C
5021944,F,445500,Married,House,2,C
5021945,F,445500,Married,House,2,0
5021946,F,445500,Married,House,2,X
5021947,F,445500,Married,House,2,0
5021948,F,445500,Married,House,2,0
5021949,F,445500,Married,House,2,0
5021950,F,445500,Married,House,2,0
5021951,F,445500,Married,House,2,0
5021954,F,67500,Single,With parents,1,X
5021955,F,67500,Single,With parents,1,X
5021956,F,67500,Single,With parents,1,C
5113218,F,67500,Single,With parents,1,C
5021958,F,76500,Married,House,2,C
5021959,F,76500,Married,House,2,C
5021961,F,76500,Married,House,2,C
5021964,F,103500,Married,House,3,C
5021965,F,103500,Married,House,3,C
5021966,F,103500,Married,House,3,C
5021967,F,103500,Married,House,3,C
5021968,F,103500,Married,House,3,C
5021969,F,103500,Married,House,3,C
5021970,F,103500,Married,House,3,C
5021972,F,103500,Married,House,3,C
5021973,F,103500,Married,House,3,C
5021974,F,103500,Married,House,3,C
5021975,F,103500,Married,House,3,C
5113221,F,103500,Married,House,3,X
5021976,F,180000,Single,Rent,2,0
5021977,F,180000,Single,Rent,2,X
5021978,F,180000,Single,Rent,2,0
5021979,F,180000,Single,Rent,2,0
5021980,F,180000,Single,Rent,2,X
5021981,M,315000,Married,House,2,1
5021983,M,225000,Married,House,3,0
5021984,M,225000,Married,House,3,0
5021985,M,225000,Married,House,3,0
5021986,M,225000,Married,House,3,X
5113231,M,225000,Married,House,3,0
5021987,M,135000,Married,House,2,X
5021988,M,135000,Married,House,2,0
5021989,M,135000,Married,House,2,X
5021990,M,135000,Married,House,2,0
5021991,M,135000,Married,House,2,0
5021992,M,135000,Married,House,2,X
5021993,M,135000,Married,House,2,X
5021994,M,135000,Married,House,2,0
5021995,M,135000,Married,House,2,0
5021996,M,135000,Married,House,2,0
5021997,M,90000,Married,House,2,X
5021999,F,257625,Civil marriage,House,2,0
5022000,M,157500,Single,House,1,X
5022001,M,157500,Single,House,1,0
5022002,M,157500,Single,House,1,X
5113051,M,157500,Single,House,1,0
5022003,M,112500,Single,House,1,0
5022004,M,112500,Single,House,1,X
5022005,M,112500,Single,House,1,0
5022006,M,112500,Single,House,1,0
5022007,M,112500,Single,House,1,X
5022008,M,112500,Single,House,1,0
5022009,M,112500,Single,House,1,X
5022010,M,112500,Single,House,1,0
5022011,M,112500,Single,House,1,0
5022012,M,112500,Single,House,1,0
5022013,M,112500,Single,House,1,X
5022014,M,112500,Single,House,1,0
5022015,M,112500,Single,House,1,0
5022016,M,112500,Single,House,1,X
5022017,M,112500,Single,House,1,0
5022018,M,112500,Single,House,1,X
5022019,M,112500,Single,House,1,0
5022020,M,112500,Single,House,1,0
5022021,M,112500,Single,House,1,X
5022022,M,112500,Single,House,1,0
5022023,M,112500,Single,House,1,0
5022024,M,112500,Single,House,1,0
5022025,M,112500,Single,House,1,X
5022026,M,112500,Single,House,1,X
5022027,M,112500,Single,House,1,X
6423615,M,112500,Single,House,1,X
6423616,M,112500,Single,House,1,X
6423617,M,112500,Single,House,1,X
5022029,M,315000,Married,House,3,X
5022030,M,315000,Married,House,3,X
5022031,M,315000,Married,House,3,X
6423618,M,315000,Married,House,3,X
5022033,M,143100,Married,House,2,X
5022034,M,143100,Married,House,2,X
5022038,M,180000,Married,House,2,0
5022039,M,180000,Married,House,2,0
5022040,M,180000,Married,House,2,0
5022041,M,180000,Married,House,2,0
5022042,M,180000,Married,House,2,0
5090394,F,225000,Separated,House,2,X
5113069,F,225000,Separated,House,2,0
5113070,F,225000,Separated,House,2,0
5022046,M,135000,Married,Office apartment,2,0
5022047,M,135000,Married,Office apartment,2,X
6423658,M,135000,Married,Office apartment,2,0
5022048,M,202500,Single,House,1,0
5022049,M,202500,Single,House,1,0
5022051,M,202500,Single,House,1,0
5022052,M,202500,Single,House,1,0
5022054,M,202500,Single,House,1,0
5022056,F,58500,Married,House,2,0
5022057,F,58500,Married,House,2,0
5022058,F,58500,Married,House,2,0
5022059,F,58500,Married,House,2,0
5022060,F,58500,Married,House,2,0
6423699,F,58500,Married,House,2,0
6423700,F,58500,Married,House,2,X
5022062,F,180000,Married,House,2,0
5022063,F,180000,Married,House,2,X
5022064,F,180000,Married,House,2,0
5022065,F,180000,Married,House,2,0
5022066,F,216000,Married,With parents,2,0
5022068,F,90000,Married,House,2,0
5022071,F,90000,Married,House,2,0
5022072,F,90000,Married,House,2,0
5022073,F,90000,Married,House,2,0
5022074,F,90000,Married,House,2,0
5022075,F,90000,Married,House,2,0
5022076,F,90000,Married,House,2,0
5022077,F,90000,Married,House,2,0
5022078,F,90000,Married,House,2,1
5022079,F,90000,Married,House,2,0
5022080,F,90000,Married,House,2,X
5022081,F,90000,Married,House,2,0
5022082,F,90000,Married,House,2,0
5022083,F,90000,Married,House,2,0
5022084,F,90000,Married,House,2,0
5022085,F,90000,Married,House,2,0
5022086,F,202500,Married,House,2,X
5022087,F,202500,Married,House,2,0
5022089,F,202500,Married,House,2,0
5022090,F,202500,Married,House,2,X
5022092,F,202500,Married,House,2,X
5022093,F,76500,Single,House,1,0
5022094,F,76500,Single,House,1,0
5022095,F,76500,Single,House,1,0
5022097,F,76500,Single,House,1,0
5022098,F,76500,Single,House,1,0
5022099,F,76500,Single,House,1,0
5022100,F,76500,Single,House,1,0
5022101,F,76500,Single,House,1,0
5022102,F,94500,Single,Rent,1,0
5022103,F,94500,Single,Rent,1,0
5022105,F,112500,Single,House,2,0
5022107,F,112500,Single,House,2,0
5022108,F,112500,Single,House,2,X
5022109,F,112500,Single,House,2,X
5022111,F,112500,Single,House,2,C
5022112,F,112500,Single,House,2,C
6416337,F,112500,Single,House,2,0
5022113,M,135000,Married,House,3,0
5022114,M,135000,Married,House,3,0
5022115,M,135000,Married,House,3,0
5022116,M,315000,Married,House,2,0
5022117,M,315000,Married,House,2,0
5022118,M,315000,Married,House,2,0
5022119,M,315000,Married,House,2,C
5022120,M,315000,Married,House,2,0
5022122,M,315000,Married,House,2,0
5022123,M,315000,Married,House,2,0
5022124,M,315000,Married,House,2,0
5090465,M,315000,Married,House,2,0
5022125,F,135000,Civil marriage,House,2,0
5022126,F,135000,Civil marriage,House,2,0
5022127,F,135000,Civil marriage,House,2,0
5113120,F,135000,Civil marriage,House,2,0
5022128,F,135000,Single,House,1,0
5022130,M,207000,Married,House,4,C
5022131,M,207000,Married,House,4,C
5022132,M,207000,Married,House,4,C
5022133,M,207000,Married,House,4,C
5022134,M,207000,Married,House,4,C
6416389,M,207000,Married,House,4,C
5022135,F,126000,Married,House,2,C
5022136,F,126000,Married,House,2,C
5022137,F,126000,Married,House,2,C
5022138,F,126000,Married,House,2,C
5022140,F,207000,Single,House,1,C
5022141,F,207000,Single,House,1,0
5022142,F,207000,Single,House,1,C
5022143,F,180000,Married,House,2,C
5022144,F,180000,Married,House,2,C
5022145,F,180000,Married,House,2,C
5022146,F,180000,Married,House,2,C
5022147,F,180000,Married,House,4,C
5022148,F,180000,Married,House,4,C
5022149,F,180000,Married,House,4,C
5022150,F,180000,Married,House,4,C
5022152,F,180000,Married,House,4,C
5022153,F,180000,Married,House,4,C
5022154,F,180000,Married,House,4,C
5022155,F,180000,Married,House,4,C
5022156,F,180000,Married,House,4,0
5022157,F,180000,Married,House,4,0
5022158,F,180000,Married,House,4,C
5022161,F,288000,Separated,House,1,C
5113146,F,288000,Separated,House,1,C
5022163,F,112500,Married,House,3,C
5022164,F,112500,Married,House,3,C
5113147,F,112500,Married,House,3,C
5022168,M,45000,Married,House,2,C
5022172,F,135000,Single,Municipal apartment,1,C
5022174,F,135000,Single,Municipal apartment,1,C
5022175,F,135000,Single,Municipal apartment,1,0
5022176,F,135000,Separated,House,2,0
5022177,F,135000,Separated,House,2,0
5022178,F,135000,Separated,House,2,0
5022179,F,135000,Separated,House,2,0
5022180,F,135000,Separated,House,2,0
5022181,F,135000,Separated,House,2,0
5022182,F,135000,Separated,House,2,0
5022183,F,135000,Separated,House,2,C
5022184,F,135000,Separated,House,2,C
5022185,F,135000,Separated,House,2,C
5022186,F,135000,Separated,House,2,C
5022187,F,135000,Separated,House,2,C
5022188,F,135000,Separated,House,2,C
5022189,F,135000,Separated,House,2,C
5022190,F,94500,Married,House,3,C
5022192,F,94500,Married,House,3,C
5022193,F,94500,Married,House,3,C
5022195,F,94500,Married,House,3,C
5022196,M,135000,Married,House,5,C
5022197,M,135000,Married,House,5,C
5022198,M,135000,Married,House,5,C
5022199,M,135000,Married,House,5,C
5022200,M,112500,Married,House,2,C
5022201,M,112500,Married,House,2,0
5022202,M,112500,Married,House,2,0
5022203,M,202500,Married,House,3,0
5022204,M,202500,Married,House,3,C
5022206,M,202500,Married,House,3,C
5022207,M,202500,Married,House,3,C
5022208,M,202500,Married,House,3,C
5022210,M,202500,Married,House,3,C
5022211,F,315000,Separated,With parents,1,C
5113158,F,315000,Separated,With parents,1,C
5022212,M,180000,Married,House,2,C
5022213,M,180000,Married,House,2,C
5022216,M,180000,Married,House,2,C
5022217,M,180000,Married,House,2,C
5022218,M,180000,Married,House,2,C
5022219,F,180000,Single,House,1,C
5022220,F,180000,Single,House,1,C
5022221,F,180000,Single,House,1,C
5022222,F,180000,Single,House,1,C
5022223,F,180000,Single,House,1,C
5022224,F,180000,Single,House,1,C
5022225,F,180000,Single,House,1,C
5022226,F,180000,Single,House,1,C
5022227,F,54000,Married,House,3,0
5022228,F,54000,Married,House,3,0
5022229,F,54000,Married,House,3,0
5022230,F,54000,Married,House,3,C
5022231,F,54000,Married,House,3,C
5022235,F,180000,Separated,House,2,C
5022236,F,180000,Separated,House,2,C
5022237,F,180000,Separated,House,2,C
5022238,F,180000,Separated,House,2,C
5022239,F,180000,Separated,House,2,C
6423323,F,180000,Separated,House,2,C
5022240,F,202500,Married,House,2,C
5022241,F,202500,Married,House,2,C
5022243,F,202500,Married,House,2,C
5022244,F,202500,Married,House,2,C
5022246,F,202500,Married,House,2,C
5022247,F,202500,Married,House,2,C
5022248,F,202500,Married,House,2,C
5022249,F,202500,Married,House,2,C
5022250,F,202500,Married,House,2,C
5022251,F,202500,Married,House,2,C
5022252,F,202500,Married,House,2,C
5022253,F,202500,Married,House,2,C
5022254,F,202500,Married,House,2,C
5022255,F,202500,Married,House,2,C
5022256,F,202500,Married,House,2,C
5113174,F,202500,Married,House,2,C
5113175,F,202500,Married,House,2,C
5022261,F,157500,Married,House,3,C
5022262,F,157500,Married,House,3,C
5022263,M,131400,Married,House,2,1
5022264,M,131400,Married,House,2,0
5022265,M,131400,Married,House,2,0
5022266,M,131400,Married,House,2,0
5022267,M,131400,Married,House,2,0
5022268,M,131400,Married,House,2,0
5022269,M,131400,Married,House,2,0
5022270,M,131400,Married,House,2,0
5022271,M,131400,Married,House,2,0
5022272,M,131400,Married,House,2,0
5022273,M,131400,Married,House,2,0
5022274,M,131400,Married,House,2,0
5022275,M,131400,Married,House,2,0
5022277,F,166500,Single,Office apartment,1,0
5022278,F,202500,Married,House,2,0
5022280,F,202500,Married,House,2,0
5022281,M,225000,Single,House,1,0
5022282,M,225000,Single,House,1,0
5022283,F,157500,Civil marriage,House,3,0
5022285,F,157500,Civil marriage,House,3,0
5022288,F,157500,Civil marriage,House,3,0
5022289,F,157500,Civil marriage,House,3,0
5022290,F,157500,Civil marriage,House,3,0
5022291,F,157500,Civil marriage,House,3,0
5022292,F,157500,Civil marriage,House,3,0
5022294,F,157500,Civil marriage,House,3,0
5022295,F,157500,Civil marriage,House,3,0
5022297,F,157500,Civil marriage,House,3,0
5022298,F,157500,Civil marriage,House,3,0
5022299,F,157500,Civil marriage,House,3,0
6423409,F,157500,Civil marriage,House,3,0
5022284,M,157500,Single,House,1,0
5022302,F,90000,Separated,House,1,0
5022303,F,90000,Separated,House,1,0
5022304,F,90000,Separated,House,1,0
5022305,F,90000,Separated,House,1,0
5022307,F,90000,Separated,House,1,X
5022308,F,90000,Separated,House,1,X
5022311,F,90000,Separated,House,1,X
6423410,F,90000,Separated,House,1,X
6423411,F,90000,Separated,House,1,X
6423412,F,90000,Separated,House,1,C
5022309,F,189000,Married,House,4,C
5022310,F,189000,Married,House,4,C
5022316,M,270000,Married,House,3,C
5022317,M,270000,Married,House,3,C
5022318,M,270000,Married,House,3,C
5022320,M,270000,Married,House,3,C
5022324,M,256500,Married,House,2,C
5022325,M,256500,Married,House,2,C
5022326,M,256500,Married,House,2,C
5022327,M,256500,Married,House,2,C
5022328,M,256500,Married,House,2,C
5022329,M,256500,Married,House,2,C
5022330,M,256500,Married,House,2,C
5022332,M,256500,Married,House,2,C
5022333,M,256500,Married,House,2,C
5022334,M,256500,Married,House,2,C
5022335,M,256500,Married,House,2,C
5022336,M,256500,Married,House,2,C
5022337,M,256500,Married,House,2,C
5022338,M,135000,Single,House,1,0
5022339,M,135000,Single,House,1,0
5022340,M,135000,Single,House,1,0
5022341,F,202500,Married,House,3,0
5022342,F,202500,Married,House,3,0
5022343,F,67500,Widow,House,1,0
5022348,F,234000,Single,House,2,0
5022349,F,234000,Single,House,2,0
5022350,F,234000,Single,House,2,0
5022351,F,234000,Single,House,2,0
5022352,F,234000,Single,House,2,0
5022353,F,234000,Single,House,2,0
5022354,F,234000,Single,House,2,C
5022355,F,234000,Single,House,2,C
5022359,F,234000,Single,House,2,C
5022362,F,234000,Single,House,2,C
5022363,F,234000,Single,House,2,C
5022373,F,234000,Single,House,2,C
5022365,F,54000,Widow,House,1,C
5022366,M,270000,Married,House,2,C
5022367,M,270000,Married,House,2,C
5022370,M,270000,Married,House,2,C
5022371,M,270000,Married,House,2,C
5113191,M,270000,Married,House,2,C
5113192,M,270000,Married,House,2,C
5022376,F,117000,Married,Municipal apartment,2,C
5113201,F,117000,Married,Municipal apartment,2,C
5022379,F,225000,Widow,House,1,C
5022381,F,225000,Widow,House,1,C
5022382,F,225000,Widow,House,1,C
5022383,F,225000,Widow,House,1,C
5022384,F,225000,Widow,House,1,C
5113212,F,225000,Widow,House,1,C
5022385,M,202500,Married,House,2,C
5022386,M,202500,Married,House,2,C
5022387,F,153000,Married,House,2,C
5022388,F,153000,Married,House,2,C
5022389,F,153000,Married,House,2,C
5022396,F,153000,Married,House,2,C
5022397,F,153000,Married,House,2,C
5022398,F,153000,Married,House,2,C
5022401,F,153000,Married,House,2,C
5022402,F,153000,Married,House,2,0
5022407,F,153000,Married,House,2,0
5022410,F,153000,Married,House,2,0
5022411,F,153000,Married,House,2,0
5022412,F,153000,Married,House,2,X
5022413,F,153000,Married,House,2,X
5022414,F,153000,Married,House,2,X
5022415,F,153000,Married,House,2,X
6423548,F,153000,Married,House,2,X
5022416,F,157500,Married,With parents,3,X
5022417,F,157500,Married,With parents,3,X
5022418,F,157500,Married,With parents,3,X
5022419,F,157500,Married,With parents,3,X
5022420,F,157500,Married,With parents,3,X
5022421,F,157500,Married,With parents,3,X
5113213,F,157500,Married,With parents,3,X
5022422,F,180000,Married,House,2,X
5022423,F,180000,Married,House,2,X
5022424,F,180000,Married,House,2,X
5022425,F,180000,Married,House,2,X
5022429,F,90000,Civil marriage,House,2,X
5022430,F,67500,Married,House,2,X
5022431,F,67500,Married,House,2,X
5022432,F,67500,Married,House,2,X
5022433,F,67500,Married,House,2,X
5022434,F,67500,Married,House,2,X
5022435,F,67500,Married,House,2,X
5022436,F,67500,Married,House,2,X
6423592,F,67500,Married,House,2,X
5022437,F,157500,Married,House,3,X
5022438,F,157500,Married,House,3,X
5022439,F,270000,Married,House,2,X
5022440,M,225000,Married,House,2,X
5022441,M,225000,Married,House,2,X
5022442,F,180000,Married,House,2,X
5022443,F,180000,Married,House,2,X
5022444,F,180000,Married,House,2,X
5022445,F,180000,Married,House,2,X
5022446,F,180000,Married,House,2,X
5022447,F,180000,Married,House,2,X
6423619,F,180000,Married,House,2,X
6423620,F,180000,Married,House,2,X
5022448,F,315000,Separated,House,1,X
5022449,F,315000,Separated,House,1,X
5022451,F,315000,Separated,House,1,X
5022452,F,315000,Separated,House,1,X
5022453,F,315000,Separated,House,1,X
5022454,M,144000,Married,House,3,X
5022455,M,144000,Married,House,3,X
5022456,M,144000,Married,House,3,X
5022457,M,144000,Married,House,3,X
5022458,M,144000,Married,House,3,X
5022459,M,144000,Married,House,3,X
5022460,F,135000,Married,House,3,X
5022461,F,135000,Married,House,3,X
5022462,M,405000,Married,House,2,X
5022465,M,405000,Married,House,2,X
5022466,M,405000,Married,House,2,X
5022468,M,405000,Married,House,2,X
5022469,M,405000,Married,House,2,X
5022470,M,405000,Married,House,2,X
5022471,M,405000,Married,House,2,X
5022472,M,405000,Married,House,2,X
5022473,M,405000,Married,House,2,X
6423659,M,405000,Married,House,2,X
6423660,M,405000,Married,House,2,X
6423661,M,405000,Married,House,2,X
5022477,F,135000,Married,House,2,X
5022478,F,135000,Married,House,2,X
5022479,F,135000,Married,House,2,X
5022480,F,135000,Married,House,2,X
5090587,F,135000,Married,House,2,X
5113071,F,135000,Married,House,2,X
5022481,M,112500,Single,House,1,X
5022482,F,157500,Married,House,2,X
5022483,F,157500,Married,House,2,X
5022484,F,157500,Married,House,2,X
5022485,F,157500,Married,House,2,X
5022486,F,157500,Married,House,2,X
5022487,F,157500,Married,House,2,X
5022488,F,157500,Married,House,2,X
5022489,F,157500,Married,House,2,X
5113072,F,157500,Married,House,2,X
5022492,M,405000,Married,House,3,X
5022493,M,405000,Married,House,3,X
5022494,M,405000,Married,House,3,X
5022495,M,405000,Married,House,3,X
5022496,M,405000,Married,House,3,X
5022497,M,405000,Married,House,3,X
5022498,M,405000,Married,House,3,X
5022499,M,405000,Married,House,3,X
5022502,M,405000,Married,House,3,X
6423750,M,405000,Married,House,3,X
6423751,M,405000,Married,House,3,X
6423752,M,405000,Married,House,3,X
5022504,F,720000,Married,House,3,X
5022505,F,720000,Married,House,3,X
5022506,F,720000,Married,House,3,X
5022507,F,112500,Widow,House,1,X
5022508,F,112500,Widow,House,1,X
5022509,F,112500,Widow,House,1,X
5022510,F,112500,Widow,House,1,X
5022511,F,112500,Widow,House,1,X
5113092,F,112500,Widow,House,1,X
5022512,M,135000,Married,House,2,X
5022513,M,135000,Married,House,2,X
5022516,F,225000,Widow,House,1,X
5022517,F,225000,Widow,House,1,X
5022518,F,225000,Widow,House,1,X
5022519,F,225000,Widow,House,1,X
5022523,F,225000,Widow,House,1,X
5113093,F,225000,Widow,House,1,X
5022525,F,121500,Married,House,2,X
5022527,F,121500,Married,House,2,X
5022528,F,121500,Married,House,2,X
5022529,F,121500,Married,House,2,X
5022530,M,225000,Married,With parents,2,X
5022531,M,225000,Married,With parents,2,X
5022532,M,225000,Married,With parents,2,X
5022535,F,202500,Married,House,4,X
5022536,F,202500,Married,House,4,X
5022539,M,202500,Married,House,2,X
5022540,M,202500,Married,House,2,X
5022541,F,247500,Single,House,1,X
5022542,F,247500,Single,House,1,X
5022543,F,247500,Single,House,1,X
5022545,F,247500,Single,House,1,X
5022546,F,247500,Single,House,1,X
5022547,F,247500,Single,House,1,X
5022548,F,247500,Single,House,1,X
5022549,F,247500,Single,House,1,X
5022550,F,247500,Single,House,1,X
5022551,F,247500,Single,House,1,X
5022553,F,112500,Civil marriage,House,2,X
5022554,F,112500,Civil marriage,House,2,X
5022555,F,112500,Civil marriage,House,2,X
5022556,F,112500,Civil marriage,House,2,X
5022557,F,112500,Civil marriage,House,2,X
5022559,F,225000,Married,House,3,X
5022560,F,225000,Married,House,3,X
